id,agno,home,away,score_0,score_1,tournament
2913,1997,Irlanda,Bélgica,1,1,FIFA World Cup qualification
2914,1997,Rusia,Italia,1,1,FIFA World Cup qualification
2915,1997,China,Catar,2,3,FIFA World Cup qualification
2916,1997,Irán,Kuwait,0,0,FIFA World Cup qualification
2917,1997,Corea del Sur,Japón,0,2,FIFA World Cup qualification
2918,1997,México,Estados Unidos,0,0,FIFA World Cup qualification
2919,1997,Emiratos Árabes Unidos,Uzbekistán,0,0,FIFA World Cup qualification
2920,1997,Arabia Saudita,China,1,1,FIFA World Cup qualification
2921,1997,Catar,Irán,2,0,FIFA World Cup qualification
2922,1997,Japón,Kazajistán,5,1,FIFA World Cup qualification
2923,1997,Canadá,Estados Unidos,0,3,FIFA World Cup qualification
2924,1997,El Salvador,Jamaica,2,2,FIFA World Cup qualification
2925,1997,México,Costa Rica,3,3,FIFA World Cup qualification
2926,1997,Emiratos Árabes Unidos,Corea del Sur,1,3,FIFA World Cup qualification
2927,1997,China,Kuwait,1,0,FIFA World Cup qualification
2928,1997,Catar,Arabia Saudita,0,1,FIFA World Cup qualification
2929,1997,Bélgica,Irlanda,2,1,FIFA World Cup qualification
2930,1997,Italia,Rusia,1,0,FIFA World Cup qualification
2931,1997,Serbia,Hungría,5,0,FIFA World Cup qualification
2932,1997,Ucrania,Croacia,1,1,FIFA World Cup qualification
2933,1997,Argentina,Colombia,1,1,FIFA World Cup qualification
2934,1997,Chile,Bolivia,3,0,FIFA World Cup qualification
2935,1997,Costa Rica,Canadá,3,1,FIFA World Cup qualification
2936,1997,Jamaica,México,0,0,FIFA World Cup qualification
2937,1997,Japón,Irán,3,2,FIFA World Cup qualification
2938,1997,Perú,Paraguay,1,0,FIFA World Cup qualification
2939,1997,Uruguay,Ecuador,5,3,FIFA World Cup qualification
2940,1997,Estados Unidos,El Salvador,4,2,FIFA World Cup qualification
2941,1997,Irán,Australia,1,1,FIFA World Cup qualification
2942,1997,Australia,Irán,2,2,FIFA World Cup qualification
2943,2000,Honduras,Nicaragua,3,0,FIFA World Cup qualification
2944,2000,Trinidad y Tobago,Curazao,5,0,FIFA World Cup qualification
2945,2000,Anguila,Bahamas,1,3,FIFA World Cup qualification
2946,2000,Barbados,Granada,2,2,FIFA World Cup qualification
2947,2000,Islas Vírgenes Británicas,islas Bermudas,1,5,FIFA World Cup qualification
2948,2000,Cuba,Islas Caimán,4,0,FIFA World Cup qualification
2949,2000,República Dominicana,Montserrat,3,0,FIFA World Cup qualification
2950,2000,El Salvador,Belice,5,0,FIFA World Cup qualification
2951,2000,Santa Lucía,Surinam,1,0,FIFA World Cup qualification
2952,2000,San Vicente y las Granadinas,Islas Vírgenes de los Estados Unidos,9,0,FIFA World Cup qualification
2953,2000,Aruba,Puerto Rico,4,2,FIFA World Cup qualification
2954,2000,Haití,Dominica,4,0,FIFA World Cup qualification
2955,2000,Curazao,Trinidad y Tobago,1,1,FIFA World Cup qualification
2956,2000,Granada,Barbados,2,3,FIFA World Cup qualification
2957,2000,Puerto Rico,Aruba,2,2,FIFA World Cup qualification
2958,2000,San Cristóbal y Nieves,Islas Turcas y Caicos,8,0,FIFA World Cup qualification
2959,2000,Bahamas,Anguila,2,1,FIFA World Cup qualification
2960,2000,Belice,Guatemala,1,2,FIFA World Cup qualification
2961,2000,islas Bermudas,Islas Vírgenes Británicas,9,0,FIFA World Cup qualification
2962,2000,Islas Caimán,Cuba,0,0,FIFA World Cup qualification
2963,2000,Dominica,Haití,1,3,FIFA World Cup qualification
2964,2000,Montserrat,República Dominicana,1,3,FIFA World Cup qualification
2965,2000,Nicaragua,Panamá,0,2,FIFA World Cup qualification
2966,2000,Surinam,Santa Lucía,1,0,FIFA World Cup qualification
2967,2000,Islas Vírgenes de los Estados Unidos,San Vicente y las Granadinas,1,5,FIFA World Cup qualification
2968,2000,San Cristóbal y Nieves,Islas Turcas y Caicos,6,0,FIFA World Cup qualification
2969,2000,Colombia,Brasil,0,0,FIFA World Cup qualification
2970,2000,Argentina,Chile,4,1,FIFA World Cup qualification
2971,2000,Ecuador,Venezuela,2,0,FIFA World Cup qualification
2972,2000,Perú,Paraguay,2,0,FIFA World Cup qualification
2973,2000,Uruguay,Bolivia,1,0,FIFA World Cup qualification
2974,2000,Aruba,Barbados,1,3,FIFA World Cup qualification
2975,2000,Haití,Bahamas,9,0,FIFA World Cup qualification
2976,2000,Cuba,Surinam,1,0,FIFA World Cup qualification
2977,2000,Guatemala,El Salvador,0,1,FIFA World Cup qualification
2978,2000,Panamá,Honduras,1,0,FIFA World Cup qualification
2979,2000,Trinidad y Tobago,República Dominicana,3,0,FIFA World Cup qualification
2980,2000,Yibuti,República Democrática del Congo,1,1,FIFA World Cup qualification
2981,2000,Mauritania,Túnez,1,2,FIFA World Cup qualification
2982,2000,República Centroafricana,Zimbabue,0,1,FIFA World Cup qualification
2983,2000,Botsuana,Zambia,0,1,FIFA World Cup qualification
2984,2000,Guinea-Bissau,Togo,0,0,FIFA World Cup qualification
2985,2000,Madagascar,Gabón,2,0,FIFA World Cup qualification
2986,2000,Malaui,Kenia,2,0,FIFA World Cup qualification
2987,2000,Santo Tomé y Príncipe,Sierra Leona,2,0,FIFA World Cup qualification
2988,2000,Seychelles,Namibia,1,1,FIFA World Cup qualification
2989,2000,Tanzania,Ghana,0,1,FIFA World Cup qualification
2990,2000,Uganda,Guinea,4,4,FIFA World Cup qualification
2991,2000,Benín,Senegal,1,1,FIFA World Cup qualification
2992,2000,Cabo Verde,Argelia,0,0,FIFA World Cup qualification
2993,2000,Chad,Liberia,0,1,FIFA World Cup qualification
2994,2000,Guinea Ecuatorial,Congo,1,3,FIFA World Cup qualification
2995,2000,Eritrea,Nigeria,0,0,FIFA World Cup qualification
2996,2000,Etiopía,Burkina Faso,2,1,FIFA World Cup qualification
2997,2000,Gambia,Marruecos,0,1,FIFA World Cup qualification
2998,2000,Lesoto,Sudáfrica,0,2,FIFA World Cup qualification
2999,2000,Libia,Malí,3,0,FIFA World Cup qualification
3000,2000,Ruanda,Costa de Marfil,2,2,FIFA World Cup qualification
3001,2000,Sudán,Mozambique,1,0,FIFA World Cup qualification
3002,2000,Eswatini,Angola,0,1,FIFA World Cup qualification
3003,2000,Egipto,Mauricio,2,0,FIFA World Cup qualification
3004,2000,Antigua y Barbuda,islas Bermudas,0,0,FIFA World Cup qualification
3005,2000,Bahamas,Haití,0,4,FIFA World Cup qualification
3006,2000,Barbados,Aruba,4,0,FIFA World Cup qualification
3007,2000,Belice,El Salvador,1,3,FIFA World Cup qualification
3008,2000,República Dominicana,Trinidad y Tobago,0,1,FIFA World Cup qualification
3009,2000,Nicaragua,Honduras,0,1,FIFA World Cup qualification
3010,2000,San Vicente y las Granadinas,San Cristóbal y Nieves,1,0,FIFA World Cup qualification
3011,2000,Surinam,Cuba,0,0,FIFA World Cup qualification
3012,2000,Camerún,Somalia,3,0,FIFA World Cup qualification
3013,2000,Argelia,Cabo Verde,2,0,FIFA World Cup qualification
3014,2000,Gabón,Madagascar,1,0,FIFA World Cup qualification
3015,2000,Kenia,Malaui,0,0,FIFA World Cup qualification
3016,2000,Marruecos,Gambia,2,0,FIFA World Cup qualification
3017,2000,Namibia,Seychelles,3,0,FIFA World Cup qualification
3018,2000,Nigeria,Eritrea,4,0,FIFA World Cup qualification
3019,2000,Sierra Leona,Santo Tomé y Príncipe,4,0,FIFA World Cup qualification
3020,2000,Sudáfrica,Lesoto,1,0,FIFA World Cup qualification
3021,2000,San Cristóbal y Nieves,San Vicente y las Granadinas,1,2,FIFA World Cup qualification
3022,2000,Túnez,Mauritania,3,0,FIFA World Cup qualification
3023,2000,Zambia,Botsuana,1,0,FIFA World Cup qualification
3024,2000,Angola,Eswatini,7,1,FIFA World Cup qualification
3025,2000,islas Bermudas,Antigua y Barbuda,1,1,FIFA World Cup qualification
3026,2000,Burkina Faso,Etiopía,3,0,FIFA World Cup qualification
3027,2000,Camerún,Somalia,3,0,FIFA World Cup qualification
3028,2000,Congo,Guinea Ecuatorial,2,1,FIFA World Cup qualification
3029,2000,República Democrática del Congo,Yibuti,9,1,FIFA World Cup qualification
3030,2000,Egipto,Mauricio,4,2,FIFA World Cup qualification
3031,2000,Ghana,Tanzania,3,2,FIFA World Cup qualification
3032,2000,Guinea,Uganda,3,0,FIFA World Cup qualification
3033,2000,Costa de Marfil,Ruanda,2,0,FIFA World Cup qualification
3034,2000,Liberia,Chad,0,0,FIFA World Cup qualification
3035,2000,Malí,Libia,3,1,FIFA World Cup qualification
3036,2000,Mozambique,Sudán,2,1,FIFA World Cup qualification
3037,2000,Senegal,Benín,1,0,FIFA World Cup qualification
3038,2000,Togo,Guinea-Bissau,3,0,FIFA World Cup qualification
3039,2000,Zimbabue,República Centroafricana,3,1,FIFA World Cup qualification
3040,2000,Bolivia,Colombia,1,1,FIFA World Cup qualification
3041,2000,Brasil,Ecuador,3,2,FIFA World Cup qualification
3042,2000,Chile,Perú,1,1,FIFA World Cup qualification
3043,2000,Paraguay,Uruguay,1,0,FIFA World Cup qualification
3044,2000,Venezuela,Argentina,0,4,FIFA World Cup qualification
3045,2000,Antigua y Barbuda,San Vicente y las Granadinas,2,1,FIFA World Cup qualification
3046,2000,Cuba,Barbados,1,1,FIFA World Cup qualification
3047,2000,El Salvador,Guatemala,1,1,FIFA World Cup qualification
3048,2000,Honduras,Panamá,3,1,FIFA World Cup qualification
3049,2000,Trinidad y Tobago,Haití,3,1,FIFA World Cup qualification
3050,2000,Guatemala,Belice,0,0,FIFA World Cup qualification
3051,2000,Haití,Trinidad y Tobago,1,1,FIFA World Cup qualification
3052,2000,San Vicente y las Granadinas,Antigua y Barbuda,4,0,FIFA World Cup qualification
3053,2000,Barbados,Cuba,1,1,FIFA World Cup qualification
3054,2000,Panamá,Nicaragua,4,0,FIFA World Cup qualification
3055,2000,Honduras,Haití,4,0,FIFA World Cup qualification
3056,2000,Paraguay,Ecuador,3,1,FIFA World Cup qualification
3057,2000,Uruguay,Chile,2,1,FIFA World Cup qualification
3058,2000,Argentina,Bolivia,1,0,FIFA World Cup qualification
3059,2000,Colombia,Venezuela,3,0,FIFA World Cup qualification
3060,2000,Cuba,Canadá,0,1,FIFA World Cup qualification
3061,2000,Perú,Brasil,0,1,FIFA World Cup qualification
3062,2000,Antigua y Barbuda,Guatemala,0,1,FIFA World Cup qualification
3063,2000,Canadá,Cuba,0,0,FIFA World Cup qualification
3064,2000,Argelia,Senegal,1,1,FIFA World Cup qualification
3065,2000,Haití,Honduras,1,3,FIFA World Cup qualification
3066,2000,Madagascar,República Democrática del Congo,3,0,FIFA World Cup qualification
3067,2000,Malaui,Burkina Faso,1,1,FIFA World Cup qualification
3068,2000,Namibia,Marruecos,0,0,FIFA World Cup qualification
3069,2000,Nigeria,Sierra Leona,2,0,FIFA World Cup qualification
3070,2000,Angola,Zambia,2,1,FIFA World Cup qualification
3071,2000,Guatemala,Antigua y Barbuda,8,1,FIFA World Cup qualification
3072,2000,Costa de Marfil,Túnez,2,2,FIFA World Cup qualification
3073,2000,Libia,Camerún,0,3,FIFA World Cup qualification
3074,2000,Sudán,Liberia,2,0,FIFA World Cup qualification
3075,2000,Brasil,Uruguay,1,1,FIFA World Cup qualification
3076,2000,Venezuela,Bolivia,4,2,FIFA World Cup qualification
3077,2000,Chile,Paraguay,3,1,FIFA World Cup qualification
3078,2000,Colombia,Argentina,1,3,FIFA World Cup qualification
3079,2000,Ecuador,Perú,2,1,FIFA World Cup qualification
3080,2000,Túnez,Madagascar,1,0,FIFA World Cup qualification
3081,2000,Zambia,Togo,2,0,FIFA World Cup qualification
3082,2000,Camerún,Angola,3,0,FIFA World Cup qualification
3083,2000,República Democrática del Congo,Congo,2,0,FIFA World Cup qualification
3084,2000,Ghana,Sierra Leona,5,0,FIFA World Cup qualification
3085,2000,Liberia,Nigeria,2,1,FIFA World Cup qualification
3086,2000,Marruecos,Argelia,2,1,FIFA World Cup qualification
3087,2000,Senegal,Egipto,0,0,FIFA World Cup qualification
3088,2000,Zimbabue,Sudáfrica,0,2,FIFA World Cup qualification
3089,2000,San Vicente y las Granadinas,Jamaica,0,1,FIFA World Cup qualification
3090,2000,Barbados,Costa Rica,2,1,FIFA World Cup qualification
3091,2000,Canadá,Trinidad y Tobago,0,2,FIFA World Cup qualification
3092,2000,El Salvador,Honduras,2,5,FIFA World Cup qualification
3093,2000,Guatemala,Estados Unidos,1,1,FIFA World Cup qualification
3094,2000,Panamá,México,0,1,FIFA World Cup qualification
3095,2000,Paraguay,Brasil,2,1,FIFA World Cup qualification
3096,2000,Uruguay,Venezuela,3,1,FIFA World Cup qualification
3097,2000,Argentina,Ecuador,2,0,FIFA World Cup qualification
3098,2000,Bolivia,Chile,1,0,FIFA World Cup qualification
3099,2000,Perú,Colombia,0,1,FIFA World Cup qualification
3100,2000,Guatemala,Barbados,2,0,FIFA World Cup qualification
3101,2000,El Salvador,San Vicente y las Granadinas,7,1,FIFA World Cup qualification
3102,2000,Costa Rica,Estados Unidos,2,1,FIFA World Cup qualification
3103,2000,Jamaica,Honduras,3,1,FIFA World Cup qualification
3104,2000,Panamá,Canadá,0,0,FIFA World Cup qualification
3105,2000,Trinidad y Tobago,México,1,0,FIFA World Cup qualification
3106,2000,Ecuador,Colombia,0,0,FIFA World Cup qualification
3107,2000,Venezuela,Chile,0,2,FIFA World Cup qualification
3108,2000,Brasil,Argentina,3,1,FIFA World Cup qualification
3109,2000,Uruguay,Perú,0,0,FIFA World Cup qualification
3110,2000,Bolivia,Paraguay,0,0,FIFA World Cup qualification
3111,2000,Chile,Brasil,3,0,FIFA World Cup qualification
3112,2000,Colombia,Uruguay,1,0,FIFA World Cup qualification
3113,2000,Costa Rica,Guatemala,2,1,FIFA World Cup qualification
3114,2000,México,Canadá,2,0,FIFA World Cup qualification
3115,2000,Honduras,San Vicente y las Granadinas,6,0,FIFA World Cup qualification
3116,2000,Argentina,Paraguay,1,1,FIFA World Cup qualification
3117,2000,Ecuador,Bolivia,2,0,FIFA World Cup qualification
3118,2000,Estonia,Andorra,1,0,FIFA World Cup qualification
3119,2000,Jamaica,El Salvador,1,0,FIFA World Cup qualification
3120,2000,Perú,Venezuela,1,0,FIFA World Cup qualification
3121,2000,Trinidad y Tobago,Panamá,6,0,FIFA World Cup qualification
3122,2000,Estados Unidos,Barbados,7,0,FIFA World Cup qualification
3123,2000,Andorra,Chipre,2,3,FIFA World Cup qualification
3124,2000,Azerbaiyán,Suecia,0,1,FIFA World Cup qualification
3125,2000,Bielorrusia,Gales,2,1,FIFA World Cup qualification
3126,2000,Bélgica,Croacia,0,0,FIFA World Cup qualification
3127,2000,Bosnia y Herzegovina,España,1,2,FIFA World Cup qualification
3128,2000,Bulgaria,República Checa,0,1,FIFA World Cup qualification
3129,2000,Chile,Colombia,0,1,FIFA World Cup qualification
3130,2000,Finlandia,Albania,2,1,FIFA World Cup qualification
3131,2000,Alemania,Grecia,2,0,FIFA World Cup qualification
3132,2000,Honduras,El Salvador,5,0,FIFA World Cup qualification
3133,2000,Islandia,Dinamarca,1,2,FIFA World Cup qualification
3134,2000,Países Bajos,Irlanda,2,2,FIFA World Cup qualification
3135,2000,Irlanda del Norte,Malta,1,0,FIFA World Cup qualification
3136,2000,Noruega,Armenia,0,0,FIFA World Cup qualification
3137,2000,Paraguay,Venezuela,3,0,FIFA World Cup qualification
3138,2000,Suiza,Rusia,0,1,FIFA World Cup qualification
3139,2000,Turquía,Moldavia,2,0,FIFA World Cup qualification
3140,2000,Ucrania,Polonia,1,3,FIFA World Cup qualification
3141,2000,Jamaica,San Vicente y las Granadinas,2,0,FIFA World Cup qualification
3142,2000,Letonia,Escocia,0,1,FIFA World Cup qualification
3143,2000,Brasil,Bolivia,5,0,FIFA World Cup qualification
3144,2000,Costa Rica,Barbados,3,0,FIFA World Cup qualification
3145,2000,Estonia,Portugal,1,3,FIFA World Cup qualification
3146,2000,Islas Feroe,Eslovenia,2,2,FIFA World Cup qualification
3147,2000,Hungría,Italia,2,2,FIFA World Cup qualification
3148,2000,Israel,Liechtenstein,2,0,FIFA World Cup qualification
3149,2000,Luxemburgo,Serbia,0,2,FIFA World Cup qualification
3150,2000,México,Panamá,7,1,FIFA World Cup qualification
3151,2000,Perú,Argentina,1,2,FIFA World Cup qualification
3152,2000,Rumania,Lituania,1,0,FIFA World Cup qualification
3153,2000,Eslovaquia,Macedonia del Norte,2,0,FIFA World Cup qualification
3154,2000,Trinidad y Tobago,Canadá,4,0,FIFA World Cup qualification
3155,2000,Uruguay,Ecuador,4,0,FIFA World Cup qualification
3156,2000,Estados Unidos,Guatemala,1,0,FIFA World Cup qualification
3157,2000,Macedonia del Norte,Azerbaiyán,3,0,FIFA World Cup qualification
3158,2000,Andorra,Estonia,1,2,FIFA World Cup qualification
3159,2000,Armenia,Ucrania,2,3,FIFA World Cup qualification
3160,2000,Bulgaria,Malta,3,0,FIFA World Cup qualification
3161,2000,Colombia,Paraguay,0,2,FIFA World Cup qualification
3162,2000,Chipre,Países Bajos,0,4,FIFA World Cup qualification
3163,2000,República Checa,Islandia,4,0,FIFA World Cup qualification
3164,2000,Inglaterra,Alemania,0,1,FIFA World Cup qualification
3165,2000,Grecia,Finlandia,1,0,FIFA World Cup qualification
3166,2000,Italia,Rumania,3,0,FIFA World Cup qualification
3167,2000,Letonia,Bélgica,0,4,FIFA World Cup qualification
3168,2000,Liechtenstein,Austria,0,1,FIFA World Cup qualification
3169,2000,Lituania,Georgia,0,4,FIFA World Cup qualification
3170,2000,Luxemburgo,Eslovenia,1,2,FIFA World Cup qualification
3171,2000,Moldavia,Eslovaquia,0,1,FIFA World Cup qualification
3172,2000,Irlanda del Norte,Dinamarca,1,1,FIFA World Cup qualification
3173,2000,Polonia,Bielorrusia,3,1,FIFA World Cup qualification
3174,2000,Portugal,Irlanda,1,1,FIFA World Cup qualification
3175,2000,San Marino,Escocia,0,2,FIFA World Cup qualification
3176,2000,España,Israel,2,0,FIFA World Cup qualification
3177,2000,Suecia,Turquía,1,1,FIFA World Cup qualification
3178,2000,Suiza,Islas Feroe,5,1,FIFA World Cup qualification
3179,2000,Gales,Noruega,1,1,FIFA World Cup qualification
3180,2000,San Vicente y las Granadinas,El Salvador,1,2,FIFA World Cup qualification
3181,2000,Argentina,Uruguay,2,1,FIFA World Cup qualification
3182,2000,Barbados,Guatemala,1,3,FIFA World Cup qualification
3183,2000,Bolivia,Perú,1,0,FIFA World Cup qualification
3184,2000,Ecuador,Chile,1,0,FIFA World Cup qualification
3185,2000,Honduras,Jamaica,1,0,FIFA World Cup qualification
3186,2000,México,Trinidad y Tobago,7,0,FIFA World Cup qualification
3187,2000,Venezuela,Brasil,0,6,FIFA World Cup qualification
3188,2000,Canadá,Panamá,1,0,FIFA World Cup qualification
3189,2000,Albania,Grecia,2,0,FIFA World Cup qualification
3190,2000,Austria,España,1,1,FIFA World Cup qualification
3191,2000,Azerbaiyán,Turquía,0,1,FIFA World Cup qualification
3192,2000,Bielorrusia,Armenia,2,1,FIFA World Cup qualification
3193,2000,Croacia,Escocia,1,1,FIFA World Cup qualification
3194,2000,Dinamarca,Bulgaria,1,1,FIFA World Cup qualification
3195,2000,Finlandia,Inglaterra,0,0,FIFA World Cup qualification
3196,2000,Islandia,Irlanda del Norte,1,0,FIFA World Cup qualification
3197,2000,Irlanda,Estonia,2,0,FIFA World Cup qualification
3198,2000,Israel,Bosnia y Herzegovina,3,1,FIFA World Cup qualification
3199,2000,Italia,Georgia,2,0,FIFA World Cup qualification
3200,2000,Lituania,Hungría,1,6,FIFA World Cup qualification
3201,2000,Malta,República Checa,0,0,FIFA World Cup qualification
3202,2000,Moldavia,Macedonia del Norte,0,0,FIFA World Cup qualification
3203,2000,Países Bajos,Portugal,0,2,FIFA World Cup qualification
3204,2000,Noruega,Ucrania,0,1,FIFA World Cup qualification
3205,2000,Polonia,Gales,0,0,FIFA World Cup qualification
3206,2000,Rusia,Luxemburgo,3,0,FIFA World Cup qualification
3207,2000,Eslovaquia,Suecia,0,0,FIFA World Cup qualification
3208,2000,Eslovenia,Suiza,2,2,FIFA World Cup qualification
3209,2000,Estados Unidos,Costa Rica,0,0,FIFA World Cup qualification
3210,2000,San Vicente y las Granadinas,Honduras,0,7,FIFA World Cup qualification
3211,2000,Barbados,Estados Unidos,0,4,FIFA World Cup qualification
3212,2000,Bolivia,Uruguay,0,0,FIFA World Cup qualification
3213,2000,Brasil,Colombia,1,0,FIFA World Cup qualification
3214,2000,Canadá,México,0,0,FIFA World Cup qualification
3215,2000,Chile,Argentina,0,2,FIFA World Cup qualification
3216,2000,Chipre,Andorra,5,0,FIFA World Cup qualification
