id,agno,home,away,score_0,score_1,tournament
3856,2004,Islas Salomón,Nueva Caledonia,2,0,FIFA World Cup qualification
3857,2004,Tonga,Islas Cook,2,1,FIFA World Cup qualification
3858,2004,Samoa Americana,Papúa Nueva Guinea,0,10,FIFA World Cup qualification
3859,2004,Nueva Caledonia,Islas Cook,8,0,FIFA World Cup qualification
3860,2004,Samoa,Fiyi,0,4,FIFA World Cup qualification
3861,2004,Tahití,Tonga,2,0,FIFA World Cup qualification
3862,2004,Fiyi,Vanuatu,0,3,FIFA World Cup qualification
3863,2004,Nueva Caledonia,Tonga,8,0,FIFA World Cup qualification
3864,2004,Samoa,Papúa Nueva Guinea,1,4,FIFA World Cup qualification
3865,2004,Islas Salomón,Tahití,1,1,FIFA World Cup qualification
3866,2004,Bolivia,Paraguay,2,1,FIFA World Cup qualification
3867,2004,Uruguay,Perú,1,3,FIFA World Cup qualification
3868,2004,Venezuela,Chile,0,1,FIFA World Cup qualification
3869,2004,Brasil,Argentina,3,1,FIFA World Cup qualification
3870,2004,Ecuador,Colombia,2,1,FIFA World Cup qualification
3871,2004,Argelia,Angola,0,0,FIFA World Cup qualification
3872,2004,Burkina Faso,Ghana,1,0,FIFA World Cup qualification
3873,2004,Ecuador,Bolivia,3,2,FIFA World Cup qualification
3874,2004,Gabón,Zimbabue,1,1,FIFA World Cup qualification
3875,2004,Malaui,Marruecos,1,1,FIFA World Cup qualification
3876,2004,Nigeria,Ruanda,2,0,FIFA World Cup qualification
3877,2004,Senegal,Congo,2,0,FIFA World Cup qualification
3878,2004,Sudáfrica,Cabo Verde,2,1,FIFA World Cup qualification
3879,2004,Túnez,Botsuana,4,1,FIFA World Cup qualification
3880,2004,Zambia,Togo,1,0,FIFA World Cup qualification
3881,2004,Argentina,Paraguay,0,0,FIFA World Cup qualification
3882,2004,Camerún,Benín,2,1,FIFA World Cup qualification
3883,2004,Chile,Brasil,1,1,FIFA World Cup qualification
3884,2004,Colombia,Uruguay,5,0,FIFA World Cup qualification
3885,2004,Costa de Marfil,Libia,2,0,FIFA World Cup qualification
3886,2004,Liberia,Malí,1,0,FIFA World Cup qualification
3887,2004,Perú,Venezuela,0,0,FIFA World Cup qualification
3888,2004,Sudán,Egipto,0,3,FIFA World Cup qualification
3889,2004,Uganda,República Democrática del Congo,1,0,FIFA World Cup qualification
3890,2004,Baréin,Kirguistán,5,0,FIFA World Cup qualification
3891,2004,China,Malasia,4,0,FIFA World Cup qualification
3892,2004,Indonesia,Sri Lanka,1,0,FIFA World Cup qualification
3893,2004,Irán,Jordania,0,1,FIFA World Cup qualification
3894,2004,Irak,Taiwán,6,1,FIFA World Cup qualification
3895,2004,Japón,India,7,0,FIFA World Cup qualification
3896,2004,Corea del Sur,Vietnam,2,0,FIFA World Cup qualification
3897,2004,Kuwait,Hong Kong,4,0,FIFA World Cup qualification
3898,2004,Líbano,Maldivas,3,0,FIFA World Cup qualification
3899,2004,Omán,Singapur,7,0,FIFA World Cup qualification
3900,2004,Catar,Laos,5,0,FIFA World Cup qualification
3901,2004,Arabia Saudita,Turkmenistán,3,0,FIFA World Cup qualification
3902,2004,Tailandia,Corea del Norte,1,4,FIFA World Cup qualification
3903,2004,Emiratos Árabes Unidos,Yemen,3,0,FIFA World Cup qualification
3904,2004,Uzbekistán,Palestina,3,0,FIFA World Cup qualification
3905,2004,Siria,Tayikistán,2,1,FIFA World Cup qualification
3906,2004,Cuba,Costa Rica,2,2,FIFA World Cup qualification
3907,2004,Curazao,Honduras,1,2,FIFA World Cup qualification
3908,2004,Haití,Jamaica,1,1,FIFA World Cup qualification
3909,2004,Surinam,Guatemala,1,1,FIFA World Cup qualification
3910,2004,Barbados,San Cristóbal y Nieves,0,2,FIFA World Cup qualification
3911,2004,Canadá,Belice,4,0,FIFA World Cup qualification
3912,2004,República Dominicana,Trinidad y Tobago,0,2,FIFA World Cup qualification
3913,2004,El Salvador,islas Bermudas,2,1,FIFA World Cup qualification
3914,2004,Panamá,Santa Lucía,4,0,FIFA World Cup qualification
3915,2004,Estados Unidos,Granada,3,0,FIFA World Cup qualification
3916,2004,Nicaragua,San Vicente y las Granadinas,2,2,FIFA World Cup qualification
3917,2004,Canadá,Belice,4,0,FIFA World Cup qualification
3918,2004,Libia,Camerún,0,0,FIFA World Cup qualification
3919,2004,Botsuana,Malaui,2,0,FIFA World Cup qualification
3920,2004,Cabo Verde,Uganda,1,0,FIFA World Cup qualification
3921,2004,Dominica,México,0,10,FIFA World Cup qualification
3922,2004,Honduras,Curazao,4,0,FIFA World Cup qualification
3923,2004,Malí,Zambia,1,1,FIFA World Cup qualification
3924,2004,Ruanda,Gabón,3,1,FIFA World Cup qualification
3925,2004,San Cristóbal y Nieves,Barbados,3,2,FIFA World Cup qualification
3926,2004,Angola,Nigeria,1,0,FIFA World Cup qualification
3927,2004,Benín,Sudán,1,1,FIFA World Cup qualification
3928,2004,islas Bermudas,El Salvador,2,2,FIFA World Cup qualification
3929,2004,Congo,Liberia,3,0,FIFA World Cup qualification
3930,2004,República Democrática del Congo,Burkina Faso,3,2,FIFA World Cup qualification
3931,2004,Costa Rica,Cuba,1,1,FIFA World Cup qualification
3932,2004,Egipto,Costa de Marfil,1,2,FIFA World Cup qualification
3933,2004,Ghana,Sudáfrica,3,0,FIFA World Cup qualification
3934,2004,Granada,Estados Unidos,2,3,FIFA World Cup qualification
3935,2004,Guatemala,Surinam,3,1,FIFA World Cup qualification
3936,2004,Guinea,Túnez,2,1,FIFA World Cup qualification
3937,2004,Jamaica,Haití,3,0,FIFA World Cup qualification
3938,2004,Santa Lucía,Panamá,0,3,FIFA World Cup qualification
3939,2004,Togo,Senegal,3,1,FIFA World Cup qualification
3940,2004,Trinidad y Tobago,República Dominicana,4,0,FIFA World Cup qualification
3941,2004,Zimbabue,Argelia,1,1,FIFA World Cup qualification
3942,2004,San Vicente y las Granadinas,Nicaragua,4,1,FIFA World Cup qualification
3943,2004,México,Dominica,8,0,FIFA World Cup qualification
3944,2004,Botsuana,Marruecos,0,1,FIFA World Cup qualification
3945,2004,Cabo Verde,República Democrática del Congo,1,1,FIFA World Cup qualification
3946,2004,Gabón,Angola,2,2,FIFA World Cup qualification
3947,2004,Malaui,Guinea,1,1,FIFA World Cup qualification
3948,2004,Nigeria,Argelia,1,0,FIFA World Cup qualification
3949,2004,Ruanda,Zimbabue,0,2,FIFA World Cup qualification
3950,2004,Senegal,Zambia,1,0,FIFA World Cup qualification
3951,2004,Sudáfrica,Burkina Faso,2,0,FIFA World Cup qualification
3952,2004,Sudán,Libia,0,1,FIFA World Cup qualification
3953,2004,Uganda,Ghana,1,1,FIFA World Cup qualification
3954,2004,Benín,Egipto,3,3,FIFA World Cup qualification
3955,2004,Camerún,Costa de Marfil,2,0,FIFA World Cup qualification
3956,2004,Liberia,Togo,0,0,FIFA World Cup qualification
3957,2004,Congo,Malí,1,0,FIFA World Cup qualification
3958,2004,Canadá,Guatemala,0,2,FIFA World Cup qualification
3959,2004,Costa Rica,Honduras,2,5,FIFA World Cup qualification
3960,2004,El Salvador,Panamá,2,1,FIFA World Cup qualification
3961,2004,Jamaica,Estados Unidos,1,1,FIFA World Cup qualification
3962,2004,Liechtenstein,Estonia,1,2,FIFA World Cup qualification
3963,2004,Rumania,Finlandia,2,1,FIFA World Cup qualification
3964,2004,Eslovaquia,Luxemburgo,3,1,FIFA World Cup qualification
3965,2004,Macedonia del Norte,Armenia,3,0,FIFA World Cup qualification
3966,2004,San Vicente y las Granadinas,Trinidad y Tobago,0,2,FIFA World Cup qualification
3967,2004,Libia,Benín,4,1,FIFA World Cup qualification
3968,2004,Albania,Grecia,2,1,FIFA World Cup qualification
3969,2004,Austria,Inglaterra,2,2,FIFA World Cup qualification
3970,2004,Azerbaiyán,Gales,1,1,FIFA World Cup qualification
3971,2004,Bélgica,Lituania,1,1,FIFA World Cup qualification
3972,2004,Burkina Faso,Uganda,2,0,FIFA World Cup qualification
3973,2004,Canadá,Honduras,1,1,FIFA World Cup qualification
3974,2004,Croacia,Hungría,3,0,FIFA World Cup qualification
3975,2004,Dinamarca,Ucrania,1,1,FIFA World Cup qualification
3976,2004,Estonia,Luxemburgo,4,0,FIFA World Cup qualification
3977,2004,Finlandia,Andorra,3,0,FIFA World Cup qualification
3978,2004,Francia,Israel,0,0,FIFA World Cup qualification
3979,2004,Islandia,Bulgaria,1,3,FIFA World Cup qualification
3980,2004,Irlanda,Chipre,3,0,FIFA World Cup qualification
3981,2004,Italia,Noruega,2,1,FIFA World Cup qualification
3982,2004,Jamaica,Panamá,1,2,FIFA World Cup qualification
3983,2004,Kenia,Malaui,3,2,FIFA World Cup qualification
3984,2004,Letonia,Portugal,0,2,FIFA World Cup qualification
3985,2004,Malta,Suecia,0,7,FIFA World Cup qualification
3986,2004,Marruecos,Túnez,1,1,FIFA World Cup qualification
3987,2004,Irlanda del Norte,Polonia,0,3,FIFA World Cup qualification
3988,2004,Perú,Argentina,1,3,FIFA World Cup qualification
3989,2004,Rumania,Macedonia del Norte,2,1,FIFA World Cup qualification
3990,2004,Rusia,Eslovaquia,1,1,FIFA World Cup qualification
3991,2004,San Marino,Serbia,0,3,FIFA World Cup qualification
3992,2004,Eslovenia,Moldavia,3,0,FIFA World Cup qualification
3993,2004,San Cristóbal y Nieves,Trinidad y Tobago,1,2,FIFA World Cup qualification
3994,2004,Suiza,Islas Feroe,6,0,FIFA World Cup qualification
3995,2004,Turquía,Georgia,1,1,FIFA World Cup qualification
3996,2004,Estados Unidos,El Salvador,2,0,FIFA World Cup qualification
3997,2004,Zambia,Liberia,1,0,FIFA World Cup qualification
3998,2004,Argelia,Gabón,0,3,FIFA World Cup qualification
3999,2004,Angola,Ruanda,1,0,FIFA World Cup qualification
4000,2004,Brasil,Bolivia,3,1,FIFA World Cup qualification
4001,2004,Chile,Colombia,0,0,FIFA World Cup qualification
4002,2004,República Democrática del Congo,Sudáfrica,1,0,FIFA World Cup qualification
4003,2004,Egipto,Camerún,3,2,FIFA World Cup qualification
4004,2004,Ghana,Cabo Verde,2,0,FIFA World Cup qualification
4005,2004,Guatemala,Costa Rica,2,1,FIFA World Cup qualification
4006,2004,Guinea,Botsuana,4,0,FIFA World Cup qualification
4007,2004,Costa de Marfil,Sudán,5,0,FIFA World Cup qualification
4008,2004,Malí,Senegal,2,2,FIFA World Cup qualification
4009,2004,Paraguay,Venezuela,1,0,FIFA World Cup qualification
4010,2004,Togo,Congo,2,0,FIFA World Cup qualification
4011,2004,Uruguay,Ecuador,1,0,FIFA World Cup qualification
4012,2004,Zimbabue,Nigeria,0,3,FIFA World Cup qualification
4013,2004,Andorra,Rumania,1,5,FIFA World Cup qualification
4014,2004,Armenia,Finlandia,0,2,FIFA World Cup qualification
4015,2004,Austria,Azerbaiyán,2,0,FIFA World Cup qualification
4016,2004,Bosnia y Herzegovina,España,1,1,FIFA World Cup qualification
4017,2004,Costa Rica,Canadá,1,0,FIFA World Cup qualification
4018,2004,El Salvador,Jamaica,0,3,FIFA World Cup qualification
4019,2004,Islas Feroe,Francia,0,2,FIFA World Cup qualification
4020,2004,Georgia,Albania,2,0,FIFA World Cup qualification
4021,2004,Grecia,Turquía,0,0,FIFA World Cup qualification
4022,2004,Honduras,Guatemala,2,2,FIFA World Cup qualification
4023,2004,Hong Kong,Kuwait,0,2,FIFA World Cup qualification
4024,2004,Hungría,Islandia,3,2,FIFA World Cup qualification
4025,2004,India,Japón,0,4,FIFA World Cup qualification
4026,2004,Israel,Chipre,2,1,FIFA World Cup qualification
4027,2004,Jordania,Irán,0,2,FIFA World Cup qualification
4028,2004,Kazajistán,Ucrania,1,2,FIFA World Cup qualification
4029,2004,Corea del Norte,Tailandia,4,1,FIFA World Cup qualification
4030,2004,Kirguistán,Baréin,1,2,FIFA World Cup qualification
4031,2004,Laos,Catar,1,6,FIFA World Cup qualification
4032,2004,Lituania,San Marino,4,0,FIFA World Cup qualification
4033,2004,Luxemburgo,Letonia,3,4,FIFA World Cup qualification
4034,2004,Malasia,China,0,1,FIFA World Cup qualification
4035,2004,Maldivas,Líbano,2,5,FIFA World Cup qualification
4036,2004,Moldavia,Italia,0,1,FIFA World Cup qualification
4037,2004,Países Bajos,República Checa,2,0,FIFA World Cup qualification
4038,2004,Noruega,Bielorrusia,1,1,FIFA World Cup qualification
4039,2004,Palestina,Uzbekistán,0,3,FIFA World Cup qualification
4040,2004,Panamá,Estados Unidos,1,1,FIFA World Cup qualification
4041,2004,Polonia,Inglaterra,1,2,FIFA World Cup qualification
4042,2004,Portugal,Estonia,4,0,FIFA World Cup qualification
4043,2004,Escocia,Eslovenia,0,0,FIFA World Cup qualification
4044,2004,Singapur,Omán,0,2,FIFA World Cup qualification
4045,2004,Eslovaquia,Liechtenstein,7,0,FIFA World Cup qualification
4046,2004,Sri Lanka,Indonesia,2,2,FIFA World Cup qualification
4047,2004,Suecia,Croacia,0,1,FIFA World Cup qualification
4048,2004,Suiza,Irlanda,1,1,FIFA World Cup qualification
4049,2004,Tayikistán,Siria,0,1,FIFA World Cup qualification
4050,2004,Trinidad y Tobago,México,1,3,FIFA World Cup qualification
4051,2004,Turkmenistán,Arabia Saudita,0,1,FIFA World Cup qualification
4052,2004,Vietnam,Corea del Sur,1,2,FIFA World Cup qualification
4053,2004,Gales,Irlanda del Norte,2,2,FIFA World Cup qualification
4054,2004,Yemen,Emiratos Árabes Unidos,3,1,FIFA World Cup qualification
4055,2004,Taiwán,Irak,1,4,FIFA World Cup qualification
4056,2004,San Vicente y las Granadinas,San Cristóbal y Nieves,1,0,FIFA World Cup qualification
4057,2004,México,San Vicente y las Granadinas,7,0,FIFA World Cup qualification
4058,2004,Libia,Egipto,2,1,FIFA World Cup qualification
4059,2004,Albania,Dinamarca,0,2,FIFA World Cup qualification
4060,2004,Argentina,Uruguay,4,2,FIFA World Cup qualification
4061,2004,Austria,Polonia,1,3,FIFA World Cup qualification
4062,2004,Azerbaiyán,Irlanda del Norte,0,0,FIFA World Cup qualification
4063,2004,Bielorrusia,Moldavia,4,0,FIFA World Cup qualification
4064,2004,Bolivia,Perú,1,0,FIFA World Cup qualification
4065,2004,Bosnia y Herzegovina,Serbia,0,0,FIFA World Cup qualification
4066,2004,Botsuana,Kenia,2,1,FIFA World Cup qualification
4067,2004,Cabo Verde,Burkina Faso,1,0,FIFA World Cup qualification
4068,2004,Colombia,Paraguay,1,1,FIFA World Cup qualification
4069,2004,Costa Rica,Guatemala,5,0,FIFA World Cup qualification
4070,2004,Croacia,Bulgaria,2,2,FIFA World Cup qualification
4071,2004,Chipre,Islas Feroe,2,2,FIFA World Cup qualification
4072,2004,República Checa,Rumania,1,0,FIFA World Cup qualification
4073,2004,El Salvador,Estados Unidos,0,2,FIFA World Cup qualification
4074,2004,Inglaterra,Gales,2,0,FIFA World Cup qualification
4075,2004,Finlandia,Armenia,3,1,FIFA World Cup qualification
4076,2004,Francia,Irlanda,0,0,FIFA World Cup qualification
4077,2004,Gabón,Nigeria,1,1,FIFA World Cup qualification
4078,2004,Honduras,Canadá,1,1,FIFA World Cup qualification
4079,2004,Israel,Suiza,2,2,FIFA World Cup qualification
4080,2004,Liechtenstein,Portugal,2,2,FIFA World Cup qualification
4081,2004,Luxemburgo,Rusia,0,4,FIFA World Cup qualification
4082,2004,Macedonia del Norte,Países Bajos,2,2,FIFA World Cup qualification
4083,2004,Malaui,Túnez,2,2,FIFA World Cup qualification
4084,2004,Malta,Islandia,0,0,FIFA World Cup qualification
4085,2004,Panamá,Jamaica,1,1,FIFA World Cup qualification
4086,2004,Ruanda,Argelia,1,1,FIFA World Cup qualification
4087,2004,Escocia,Noruega,0,1,FIFA World Cup qualification
4088,2004,Eslovaquia,Letonia,4,1,FIFA World Cup qualification
4089,2004,Eslovenia,Italia,1,0,FIFA World Cup qualification
4090,2004,España,Bélgica,2,0,FIFA World Cup qualification
4091,2004,Sri Lanka,Turkmenistán,2,2,FIFA World Cup qualification
4092,2004,Sudán,Camerún,1,1,FIFA World Cup qualification
4093,2004,Suecia,Hungría,3,0,FIFA World Cup qualification
4094,2004,Turquía,Kazajistán,4,0,FIFA World Cup qualification
4095,2004,Ucrania,Grecia,1,1,FIFA World Cup qualification
4096,2004,Venezuela,Brasil,2,5,FIFA World Cup qualification
4097,2004,Angola,Zimbabue,1,0,FIFA World Cup qualification
4098,2004,Benín,Costa de Marfil,0,1,FIFA World Cup qualification
4099,2004,Congo,Zambia,2,3,FIFA World Cup qualification
4100,2004,Ecuador,Chile,2,0,FIFA World Cup qualification
4101,2004,Ghana,República Democrática del Congo,0,0,FIFA World Cup qualification
4102,2004,Guinea,Marruecos,1,1,FIFA World Cup qualification
4103,2004,Liberia,Senegal,0,3,FIFA World Cup qualification
4104,2004,Togo,Malí,1,0,FIFA World Cup qualification
4105,2004,Trinidad y Tobago,San Cristóbal y Nieves,5,1,FIFA World Cup qualification
4106,2004,Uganda,Sudáfrica,0,1,FIFA World Cup qualification
4107,2004,San Vicente y las Granadinas,México,0,1,FIFA World Cup qualification
4108,2004,Bolivia,Uruguay,0,0,FIFA World Cup qualification
4109,2004,Indonesia,Arabia Saudita,1,3,FIFA World Cup qualification
4110,2004,Andorra,Macedonia del Norte,1,0,FIFA World Cup qualification
4111,2004,Armenia,República Checa,0,3,FIFA World Cup qualification
4112,2004,Azerbaiyán,Inglaterra,0,1,FIFA World Cup qualification
4113,2004,Brasil,Colombia,0,0,FIFA World Cup qualification
4114,2004,Bulgaria,Malta,4,1,FIFA World Cup qualification
4115,2004,Canadá,Costa Rica,1,3,FIFA World Cup qualification
4116,2004,Chile,Argentina,0,0,FIFA World Cup qualification
4117,2004,Chipre,Francia,0,2,FIFA World Cup qualification
4118,2004,Dinamarca,Turquía,1,1,FIFA World Cup qualification
4119,2004,Guatemala,Honduras,1,0,FIFA World Cup qualification
4120,2004,Hong Kong,Malasia,2,0,FIFA World Cup qualification
4121,2004,Islandia,Suecia,1,4,FIFA World Cup qualification
4122,2004,Irak,Uzbekistán,1,2,FIFA World Cup qualification
4123,2004,Irlanda,Islas Feroe,2,0,FIFA World Cup qualification
4124,2004,Italia,Bielorrusia,4,3,FIFA World Cup qualification
4125,2004,Jamaica,El Salvador,0,0,FIFA World Cup qualification
4126,2004,Kazajistán,Albania,0,1,FIFA World Cup qualification
4127,2004,Corea del Norte,Yemen,2,1,FIFA World Cup qualification
4128,2004,Kuwait,China,1,0,FIFA World Cup qualification
4129,2004,Laos,Jordania,2,3,FIFA World Cup qualification
4130,2004,Letonia,Estonia,2,2,FIFA World Cup qualification
4131,2004,Líbano,Corea del Sur,1,1,FIFA World Cup qualification
4132,2004,Lituania,España,0,0,FIFA World Cup qualification
4133,2004,Luxemburgo,Liechtenstein,0,4,FIFA World Cup qualification
4134,2004,Maldivas,Vietnam,3,0,FIFA World Cup qualification
4135,2004,México,Trinidad y Tobago,3,0,FIFA World Cup qualification
4136,2004,Moldavia,Escocia,1,1,FIFA World Cup qualification
4137,2004,Países Bajos,Finlandia,3,1,FIFA World Cup qualification
4138,2004,Irlanda del Norte,Austria,3,3,FIFA World Cup qualification
4139,2004,Noruega,Eslovenia,3,0,FIFA World Cup qualification
4140,2004,Omán,Japón,0,1,FIFA World Cup qualification
4141,2004,Paraguay,Perú,1,1,FIFA World Cup qualification
4142,2004,Portugal,Rusia,7,1,FIFA World Cup qualification
4143,2004,Catar,Irán,2,3,FIFA World Cup qualification
4144,2004,Serbia,San Marino,5,0,FIFA World Cup qualification
4145,2004,Singapur,India,2,0,FIFA World Cup qualification
4146,2004,San Cristóbal y Nieves,San Vicente y las Granadinas,0,3,FIFA World Cup qualification
4147,2004,Siria,Baréin,2,2,FIFA World Cup qualification
4148,2004,Tayikistán,Kirguistán,2,1,FIFA World Cup qualification
4149,2004,Tailandia,Emiratos Árabes Unidos,3,0,FIFA World Cup qualification
4150,2004,Ucrania,Georgia,2,0,FIFA World Cup qualification
4151,2004,Estados Unidos,Panamá,6,0,FIFA World Cup qualification
4152,2004,Gales,Polonia,2,3,FIFA World Cup qualification
4153,2004,Venezuela,Ecuador,3,1,FIFA World Cup qualification
4154,2004,Taiwán,Palestina,0,1,FIFA World Cup qualification
4155,2004,San Cristóbal y Nieves,México,0,5,FIFA World Cup qualification
4156,2004,Irak,Palestina,4,1,FIFA World Cup qualification
4157,2004,Andorra,Países Bajos,0,3,FIFA World Cup qualification
4158,2004,Argentina,Venezuela,3,2,FIFA World Cup qualification
4159,2004,Armenia,Rumania,1,1,FIFA World Cup qualification
4160,2004,Baréin,Tayikistán,4,0,FIFA World Cup qualification
4161,2004,Bélgica,Serbia,0,2,FIFA World Cup qualification
4162,2004,China,Hong Kong,7,0,FIFA World Cup qualification
4163,2004,Colombia,Bolivia,1,0,FIFA World Cup qualification
4164,2004,Chipre,Israel,1,2,FIFA World Cup qualification
4165,2004,Ecuador,Brasil,1,0,FIFA World Cup qualification
4166,2004,Georgia,Dinamarca,2,2,FIFA World Cup qualification
4167,2004,Grecia,Kazajistán,3,1,FIFA World Cup qualification
4168,2004,Guatemala,Canadá,0,1,FIFA World Cup qualification
4169,2004,Honduras,Costa Rica,0,0,FIFA World Cup qualification
4170,2004,Indonesia,Turkmenistán,3,1,FIFA World Cup qualification
4171,2004,Irán,Laos,7,0,FIFA World Cup qualification
4172,2004,Japón,Singapur,1,0,FIFA World Cup qualification
4173,2004,Kenia,Guinea,2,1,FIFA World Cup qualification
4174,2004,Corea del Sur,Maldivas,2,0,FIFA World Cup qualification
4175,2004,Kuwait,Malasia,6,1,FIFA World Cup qualification
4176,2004,Líbano,Vietnam,0,0,FIFA World Cup qualification
4177,2004,Liechtenstein,Letonia,1,3,FIFA World Cup qualification
4178,2004,Luxemburgo,Portugal,0,5,FIFA World Cup qualification
4179,2004,Macedonia del Norte,República Checa,0,2,FIFA World Cup qualification
4180,2004,Malta,Hungría,0,2,FIFA World Cup qualification
4181,2004,México,San Cristóbal y Nieves,8,0,FIFA World Cup qualification
4182,2004,Omán,India,0,0,FIFA World Cup qualification
4183,2004,Panamá,El Salvador,3,0,FIFA World Cup qualification
4184,2004,Perú,Chile,2,1,FIFA World Cup qualification
4185,2004,Catar,Jordania,2,0,FIFA World Cup qualification
4186,2004,Rusia,Estonia,4,0,FIFA World Cup qualification
4187,2004,San Marino,Lituania,0,1,FIFA World Cup qualification
4188,2004,Arabia Saudita,Sri Lanka,3,0,FIFA World Cup qualification
4189,2004,Siria,Kirguistán,0,1,FIFA World Cup qualification
4190,2004,Tailandia,Yemen,1,1,FIFA World Cup qualification
4191,2004,Turquía,Ucrania,0,3,FIFA World Cup qualification
4192,2004,Emiratos Árabes Unidos,Corea del Norte,1,0,FIFA World Cup qualification
4193,2004,Uruguay,Paraguay,1,0,FIFA World Cup qualification
4194,2004,Estados Unidos,Jamaica,1,1,FIFA World Cup qualification
4195,2004,Uzbekistán,Taiwán,6,1,FIFA World Cup qualification
4196,2004,Trinidad y Tobago,San Vicente y las Granadinas,2,1,FIFA World Cup qualification
4197,2005,Albania,Ucrania,0,2,FIFA World Cup qualification
4198,2005,Baréin,Irán,0,0,FIFA World Cup qualification
4199,2005,Costa Rica,México,1,2,FIFA World Cup qualification
4200,2005,Grecia,Dinamarca,2,1,FIFA World Cup qualification
4201,2005,Japón,Corea del Norte,2,1,FIFA World Cup qualification
4202,2005,Corea del Sur,Kuwait,2,0,FIFA World Cup qualification
4203,2005,Macedonia del Norte,Andorra,0,0,FIFA World Cup qualification
4204,2005,Marruecos,Kenia,5,1,FIFA World Cup qualification
4205,2005,Panamá,Guatemala,0,0,FIFA World Cup qualification
4206,2005,España,San Marino,5,0,FIFA World Cup qualification
4207,2005,Trinidad y Tobago,Estados Unidos,1,2,FIFA World Cup qualification
4208,2005,Uzbekistán,Arabia Saudita,1,1,FIFA World Cup qualification
4209,2005,Irán,Japón,2,1,FIFA World Cup qualification
4210,2005,Corea del Norte,Baréin,1,2,FIFA World Cup qualification
4211,2005,Kuwait,Uzbekistán,2,1,FIFA World Cup qualification
4212,2005,Arabia Saudita,Corea del Sur,2,0,FIFA World Cup qualification
4213,2005,Armenia,Andorra,2,1,FIFA World Cup qualification
4214,2005,Bélgica,Bosnia y Herzegovina,4,1,FIFA World Cup qualification
4215,2005,Bolivia,Argentina,1,2,FIFA World Cup qualification
4216,2005,Bulgaria,Suecia,0,3,FIFA World Cup qualification
4217,2005,Burkina Faso,Cabo Verde,1,2,FIFA World Cup qualification
4218,2005,Chile,Uruguay,1,1,FIFA World Cup qualification
4219,2005,Costa Rica,Panamá,2,1,FIFA World Cup qualification
4220,2005,Croacia,Islandia,4,0,FIFA World Cup qualification
4221,2005,República Checa,Finlandia,4,3,FIFA World Cup qualification
4222,2005,Dinamarca,Kazajistán,3,0,FIFA World Cup qualification
4223,2005,Inglaterra,Irlanda del Norte,4,0,FIFA World Cup qualification
4224,2005,Estonia,Eslovaquia,1,2,FIFA World Cup qualification
4225,2005,Francia,Suiza,0,0,FIFA World Cup qualification
4226,2005,Georgia,Grecia,1,3,FIFA World Cup qualification
4227,2005,Guatemala,Trinidad y Tobago,5,1,FIFA World Cup qualification
4228,2005,Israel,Irlanda,1,1,FIFA World Cup qualification
4229,2005,Italia,Escocia,2,0,FIFA World Cup qualification
4230,2005,Kenia,Botsuana,1,0,FIFA World Cup qualification
4231,2005,Liechtenstein,Rusia,1,2,FIFA World Cup qualification
4232,2005,Marruecos,Guinea,1,0,FIFA World Cup qualification
4233,2005,Nigeria,Gabón,2,0,FIFA World Cup qualification
4234,2005,Polonia,Azerbaiyán,8,0,FIFA World Cup qualification
4235,2005,Rumania,Países Bajos,0,2,FIFA World Cup qualification
4236,2005,Senegal,Liberia,6,1,FIFA World Cup qualification
4237,2005,Sudáfrica,Uganda,2,1,FIFA World Cup qualification
4238,2005,Túnez,Malaui,7,0,FIFA World Cup qualification
4239,2005,Turquía,Albania,2,0,FIFA World Cup qualification
4240,2005,Venezuela,Colombia,0,0,FIFA World Cup qualification
4241,2005,Gales,Austria,0,2,FIFA World Cup qualification
4242,2005,Zambia,Congo,2,0,FIFA World Cup qualification
4243,2005,Argelia,Ruanda,1,0,FIFA World Cup qualification
4244,2005,Brasil,Perú,1,0,FIFA World Cup qualification
4245,2005,Camerún,Sudán,2,1,FIFA World Cup qualification
4246,2005,República Democrática del Congo,Ghana,1,1,FIFA World Cup qualification
4247,2005,Ecuador,Paraguay,5,2,FIFA World Cup qualification
4248,2005,Egipto,Libia,4,1,FIFA World Cup qualification
4249,2005,Costa de Marfil,Benín,3,0,FIFA World Cup qualification
4250,2005,Malí,Togo,1,2,FIFA World Cup qualification
4251,2005,México,Estados Unidos,2,1,FIFA World Cup qualification
4252,2005,Zimbabue,Angola,2,0,FIFA World Cup qualification
4253,2005,Bolivia,Venezuela,3,1,FIFA World Cup qualification
4254,2005,Andorra,República Checa,0,4,FIFA World Cup qualification
4255,2005,Argentina,Colombia,1,0,FIFA World Cup qualification
4256,2005,Austria,Gales,1,0,FIFA World Cup qualification
4257,2005,Bosnia y Herzegovina,Lituania,1,1,FIFA World Cup qualification
4258,2005,Croacia,Malta,3,0,FIFA World Cup qualification
4259,2005,Inglaterra,Azerbaiyán,2,0,FIFA World Cup qualification
4260,2005,Estonia,Rusia,1,1,FIFA World Cup qualification
4261,2005,Georgia,Turquía,2,5,FIFA World Cup qualification
4262,2005,Grecia,Albania,2,0,FIFA World Cup qualification
4263,2005,Hungría,Bulgaria,1,1,FIFA World Cup qualification
4264,2005,Israel,Francia,1,1,FIFA World Cup qualification
4265,2005,Japón,Baréin,1,0,FIFA World Cup qualification
4266,2005,Corea del Norte,Irán,0,2,FIFA World Cup qualification
4267,2005,Corea del Sur,Uzbekistán,2,1,FIFA World Cup qualification
